,rating,ulasan,label
718,5/5,"Hotel Aveta tempatnya enak, begitu keluar hotel langsung masuk kawasan Malioboro. Ada basement untuk parkir, pegawainya ramah, pelayanannya memuaskan, menu sarapannya beragam dan rasanya enak, kamarnya rapi dan bersih. Tindak lanjutnya sangat cepat. Mantap dan puas di Aveta Malioboro Hotel.  Terima kasih Aveta Malioboro Hotel.",Positif
719,4/5,"Sistem penerimaannya sangat buruk. Kantor resepsionisnya sendiri terletak di lantai 8 gedung. Parkirkan mobil anda di lantai 1, naik lift ke lantai 8 untuk check in, lalu kembali ke lantai 1 untuk menunggu kamar anda siap. Diberitahu oleh resepsionis bahwa kami harus mengambil kunci kembali ke lantai 8 sebelum sampai ke kamar kami di lantai mana pun yang lebih rendah dari 8. Jadi tidak efektif. Kunci akhirnya diantar ke lantai satu oleh petugas. Menunggu hampir 60 menit sejak saya tiba jam 3 sore, keempat kamar akhirnya siap. Kamar yang sangat bersih, luas dan luas, Lokasi luar biasa di jantung MalioboroStafnya luar biasa. Kue, buah, dan gorengan yang disediakan hotel sebagai camilan malam ringan sangat enak. sentuhan yang bagus setelah semua kerumitan di sore hari. Akan mengedit ulasan ini berdasarkan kunjungan kami. Semoga jauh lebih baik dari proses check-innya.",Negatif
720,5/5,"Hotelnya bersih, kamarnya luas, wangi, nyaman untuk tidur, mimpi indah akan anda dapatkan jika tidur di Aveta Hotel. Ditambah pegawainya ramah, lokasinya tepat di jalan Malioboro. Suasananya membuatku ingin selalu kembali ke sana. Bagaimanapun, hotel ini benar-benar yang terbaik...",Positif
721,4/5,"Ini hotel favorit kalau ke jogja, bisa buka pintu hotelnya di malioboro, stafnya sangat ramah dan membantu, menu sarapannya lengkap dan enak, kolam renangnya tidak besar tapi cukup untuk sekedar berenang",Positif
722,5/5,"Hotel bintang 3 dengan nuansa bintang 5, tempatnya sangat bersih dan nyaman.. Pelayanannya sangat ramah. Apakah anda akan kembali menginap disini lagi jika ke jogja????",Positif
723,5/5,Fasilitas kamar dan pelayanan yang diberikan sangat baik membuat pelanggan nyaman berada di hotel..,Positif
724,4/5,"tempatnya nyaman,, hindari ke kawasan ini saat libur panjang apalagi lebaran karena macet parah. Selain itu kamarnya nyaman dan lokasinya strategis",Positif
725,5/5,"selamat staycation di aveta hotel malioboro! pelayanan ramah, lokasi strategis, dan sarapan enak",Positif
726,5/5,"Fasilitas hotel dan kru sangat memuaskan (Firdaus, Noval, Renata)",Positif
727,5/5,"Hotel baru dengan lokasi yang strategis, karena berada di jantung kota Jogja. Bisa dijadikan pilihan tempat menginap bagi yang ingin berlibur ke Jogja.",Positif
728,5/5,"hotelnya bersih, nyaman dan luas. sarapan standar. Sebaiknya keluar hotel dan langsung menuju Malioboro, harga hotel di sekitar Maliboro terjangkau????",Positif
729,5/5,"Luar biasa!! Lokasi hotel dekat sekali dengan Malioboro, jadi kalau mau jalan-jalan tinggal jalan kaki saja. Sarapannya enak, dan menunya lengkap. Sangat direkomendasikan bagi yang ingin berwisata ke Malioboro",Positif
730,5/5,"Hotel ini terletak di kawasan Malioboro, pelayanannya sangat ramah",Positif
731,5/5,"lokasi strategis, pelayanan memuaskan dan fasilitas lengkap. Cocok dijadikan tempat rekomendasi saat berlibur ke Jogja",Positif
732,5/5,"Nyaman asalkan akomodasinya basic, saya akan menginap lagi di masa mendatang! Sangat direkomendasikan!",Positif
733,5/5,Hotelnya bagus. Baunya serai. AC-nya dingin banget. Kamarnya juga bersih. Dan akses langsung dari hotel ke jalan Malioboro dan sebelah mall. Cari makannya gampang banget dan dekat dengan stasiun kereta juga. Muanteppp,Positif
734,5/5,"Hotelnya bagus, nyaman, kamarnya juga bersih dan hotelnya strategis untuk dijangkau dan terletak di pusat kota jogja",Positif
735,5/5,Kamarnya luas untuk hotel di kawasan Malioboro. Sangat dekat Malioboro Mall dan tepat di Jalan Malioboro. Sarapannya enak dan banyak pilihan menu untuk room service. Sangat suka hotelnya,Positif
736,4/5,"Lokasi hotelnya tepat di Jalan Malioboro, jadi jalan saja sepanjang Jalan Malio. Fasilitas hotelnya juga bagus, ada kolam renangnya juga",Positif
737,2/5,"Mohon maaf..kondisi kamar tidak sesuai harga, jika dibandingkan dengan kamar hotel disekitarnya..begitu masuk kamar saya kaget karena tidak sesuai ekspektasi..kondisi kamar terlihat kurang terawat dan cenderung kotor..sprei dan selimut kurang bersih..pesan kamar view malioboro tapi ternyata bisa melihat tembok mall..apalagi kamar mandi yang sekat kacanya dan penutupnya kurang rapat, masih ada celah yang bisa terlihat dari luar, jadi kurang nyaman saat mandi.",Negatif
738,4/5,"Lokasinya strategis di Jalan Malioboro dan bersebelahan dengan Malioboro Mall, jadi kemana-mana nggak repot banget. Harga kamarnya juga worth it termasuk sarapan pagi..??",Positif
739,4/5,"Lokasi prima, di jantung Malioboro, Yogyakarta. Kamar luas (Saya menginap di Family Room untuk 3 bed/orang dengan luas 36 m2 plus balkon). Bersih dan mematuhi protokol kebersihan Covid-19. Kamar juga memiliki mesin kopi (Nescafe Dolce Gusto). Namun, tidak ada saluran TV internasional. Banyak pilihan sarapan prasmanan. Namun di era pandemi, hotel harus mencari cara lain untuk menyajikan sarapan agar tidak banyak orang yang makan bersama dalam satu ruangan (tentunya tidak memakai masker saat makan). Staf hotel sangat ramah dan membantu, termasuk tim keamanan. Mereka tersedia 24/7. Saya check in pukul 23.00 tanpa kesulitan sama sekali. Minusnya area drop off dan tempat parkir mobil kecil. Selain itu, hotel ini tidak memiliki pintu masuk mobil lain selain Malioboro. Karena pemerintah kota memberlakukan penutupan jalan Malioboro pada jam sibuk (biasanya pukul 18.00-21.00 di akhir pekan), kami harus mengeluarkan mobil dari hotel sebelum jam tutup di tempat parkir di Jl. Mataram (seberang Malioboro). Jika tidak, kami harus meninggalkan mobil di hotel pada jam sibuk dan menggunakan moda transportasi lain.",Positif
740,5/5,"Staf ramah pak Firdaus dan bu Renata, kamar bersih, air bisa di isi ulang, mantap",Positif
741,5/5,"Akan selalu menjadi pilihan hotel saat berlibur ke yogya, cocok untuk keluarga, dekat dengan stasiun tugu dan mudah mencari makan di dekat hotel",Positif
742,5/5,"Suka??: Lokasi bagus, harga terjangkau, tempat tidur dan bantal nyaman, staf resepsi sangat membantu - terima kasih khusus kepada Mba Rachel atas keramahtamahan dan dukungannya??Ketidaksukaan??: kamar mandi bersih, sprei bantal agak bau Skor keseluruhan 4,5 dari 5.",Positif
743,5/5,"Kamar bersih, makanan enak, staf ramah terutama Aulia dan Isa. Kami sangat menikmati menginap di sini",Positif
744,1/5,"Pertama kali menginap di hotel Aveta, di lobi ada simbol CHSE, tapi tidak ada protokol kesehatan. Pintu kamar ada segelnya sudah dibersihkan, namun spreinya masih kotor. Apakah CHSE hanya sekedar pertunjukan?",Negatif
745,5/5,"Rekomendasi hotel untuk singgah saat berkunjung ke Jogja! Hotel nyaman, kamar bersih dan wangi. Menu sarapannya bervariasi. Harga cukup terjangkau.",Positif
746,4/5,"Bagi anda yang berlibur ke jogja khususnya ke malioboro wajib coba staycation di hotel ini, harga terjangkau, kamarnya bersih, pelayanannya juga bagus, lokasinya strategis, mantap....",Positif
747,4/5,"Lokasi di Malioboro sebelah mall sangat cocok untuk jalan-jalan. Namun sulit menemukan lobi yang letaknya di lantai 8. Saat Anda memasuki gedung dari Malioboro, Anda berada di sebuah kafe. Ada meja resepsionis kecil di belakang kafe, yang tidak diberi tanda dengan baik, yang akan mengarahkan Anda ke lantai 8. Stafnya sangat ramah dan membantu! Ketika Anda tiba mereka menawarkan minuman & handuk dingin yang sangat menyegarkan di hari yang panas. Kamar eksekutif sangat luas & dilengkapi dengan berbagai fasilitas. Kami berada di lantai 3 dan apa pun yang ada di atas kami terdengar seperti arena bowling. Namun, tempatnya sangat bersih! Pemandangan balkon kami adalah atap & bangunan. (Lihat gambar terlampir.) Saya sarankan meminta kamar bernomor genap agar memiliki pemandangan jalan. Kami harus mengganti kunci kamar beberapa kali. Mereka memanggil bagian pemeliharaan untuk memperbaiki pegangan pintu, tetapi masih sulit untuk masuk ke dalam kamar. Sarapan memiliki banyak pilihan termasuk telur & telur dadar yang dibuat sesuai pesanan. Kolam renangnya bagus, tapi kami tidak bisa menikmatinya karena hanya ada 4 kursi & orang-orang menggunakannya untuk menaruh barang-barangnya. Saya akan merekomendasikan hotel untuk menambah ruang penyimpanan & lebih banyak kursi. Secara keseluruhan, kami menikmati masa menginap kami di sini.",Positif
748,5/5,Pelayanan hotel bagus dan kamar juga sesuai. Sangat merekomendasikan datang ke sini bersama keluarga dan pasangan,Positif
749,2/5,"Cukup nyaman, cuma di kamar terdengar suara batuk tetangga masuk.. tidak ada keran untuk wudhu, kalau mau wudhu harus ke kamar mandi atau wastafel, kurang koordinasi antara resepsionis dan petugas resto, pas mau bayar di resto katanya gak bisa pas check out, pas check out harus nunggu lama, resepsionis bilang tidak ada tagihan.....setelah 4 jam di telpon ada tagihan suruh transfer...??????",Negatif
750,5/5,"Disambut oleh pelayan yang ramah dan sangat informatif, terletak di pusat kota dan kamar yang bersih dan populer cocok untuk keluarga dan anak muda",Positif
751,5/5,"Pertama kali ke Yogyakarta lagi dan menginap di Aveta Hotel sangat recomended banget. Dekat dengan malioboro dan dekat juga kalau mau jajanan pinggir jalan. Pelayanannya juga memuaskan, kamarnya juga bagus. Bagi saya yang punya bayi juga aman dan nyaman. Itu juga bersih. Recomended kalau ke jogja menginap disini!",Positif
752,5/5,"Kamar bersih, pelayanan bagus.. Semua karyawan sangat mendukung.. Lokasi strategis juga... Resepsionisnya mas Nanda ramah sekali, terima kasih atas pelayanannya",Positif
753,5/5,Harganya cukup terjangkau namun memberikan kesan premium. Mengatakan cukup terkejut dengan apa yang ditawarkan hotel ini Saya sangat merekomendasikannya,Positif
754,5/5,"Yang lain oke, aksennya jalannya sempit dan masih direnovasi.....sama juga agak salah. Kalau di kamar mandi, tinggi lantainya sama dengan lantai kamar, jadi kalau mandi airnya masuk ke dalam kamar, harus ditutup dengan handuk.",Positif
755,5/5,"Kamarnya bagus dan nyaman, akses kemana-mana dekat. Staf hotelnya ramah semua",Positif
756,5/5,"Di tempat ternyata harganya lebih murah, keluar hotel bisa jalan kaki di Malioboro dan tidak menyangka dengan fasilitas yang disediakan pihak hotel. Kebetulan ibu saya sudah lanjut usia dan menggunakan kursi roda sampai dijemput dengan becak (karena jalan Malioboro tutup jam 6-9 malam) Lalu saat saya check in diberikan fasilitas upgrade kamar untuk ibu saya. Gak perlu nunggu upgrade ke executive view malioboro lagi, sungguh luar biasa. Lalu pas check in dikasih fasilitas upgrade kamar. Kami tetap memberikan eksekutif aslinya, hotel ini sungguh luar biasa. Terima kasih khusus kepada pemilik, pengelola, Mas Nanda dan pihak Aveta Hotel. Semoga semakin sukses ya??",Positif
757,5/5,"lokasi sangat strategis, tempatnya oke, nyaman sekali, kamarnya luas, bersih, pelayanannya bagus banget, pelayanannya bagus",Positif
758,1/5,"Padahal 3 hari sebelumnya sudah oke, pihak smp se semarang konfirmasi lagi, pesanan masih ada, jam 6 sore saya sampai di jl. Mataram saya diabaikan untuk parkir, WA tidak diangkat dan dijawab, telepon diangkat tapi hanya terdengar orang ngobrol, 1 jam kemudian setelah dapat hotel baru, saya ditanya apa yang bisa saya bantu.. menyebalkan.",Negatif
759,1/5,"Buruk, pelayanan kurang memuaskan, makanan kurang enak, tidak dapat sarapan, makanan sudah habis, tidak ditambah.. ada mobil parkir di pintu masuk dan keluar, pihak hotel tidak berbuat apa-apa.. sampai mau keluar harus nunggu ada yg mobil geser keluar.. pokoknya jelek.",Negatif
760,4/5,"Lokasi hotel strategis, pelayanan bagus, kamar oke, recomended?",Positif
761,5/5,"Saya dan keluarga sangat menyukai Hotel Aveta di Malioboro. Kami selalu menginap di sini setiap kali kami mengunjungi Jogja. Semua staf sangat ramah dan membantu. Yang terpenting, mereka sangat membantu. Kamarnya bagus dan kebersihannya sangat baik. Saya sangat merekomendasikan Hotel Aveta untuk Anda menginap di Jogja.",Positif
762,5/5,"Rekomendasi banget hotelnya kalau ke jogja, pertama harganya terjangkau, kedua fasilitasnya membuat pengunjung nyaman dan ingin melanjutkan staycation di hotel ini.",Positif
763,5/5,Lokasi sederhana dan nyaman di pusat Malioboro.,Positif
764,5/5,"Pengalaman menginap yang luar biasa, keramahan dari pihak hotel juga sangat baik Fasilitas yang ada juga mencukupi????",Positif
765,5/5,"Hotelnya nyaman & bersih, akses kemana-mana juga mudah. Cocok untuk staycation saat liburan di jogja.",Positif
766,5/5,"Hotel bagus tepat di Jalan Malioboro. Kamarnya luas dan bersih. Akses kemana-mana dekat, termasuk wisata kuliner. Dekat sekali dengan Malioboro Mall..Cocok sekali bagi yang ingin berlibur ke Malioboro..",Positif
767,5/5,"Lokasinya sangat strategis, bersebelahan dengan Malioboro dan di tengah jalan raya Malioboro. Kamarnya luas dan bagus. Sarapannya juga bervariasi dan enak. Sangat merekomendasikan Aveta Hotel Malioboro.",Positif
768,5/5,"Hotelnya bagus, viewnya bisa dibilang estetik, kebersihannya terjamin, cocok untuk staycation??",Positif
769,5/5,"Tempat wisata yang mewah untuk kalangan menengah, hotel yang memberikan fasilitas yang sangat memadai bagi pengunjung yang beristirahat dan berlibur di sekitar Maleoboro",Positif
770,5/5,"Kamar mandinya bersih, airnya lancar, kasurnya bersih, empuk, lokasinya di pusat kota, pegawainya baik, ramah, semua pelayanannya bagus?????",Positif
771,4/5,"Hotel baru sebelah mal Malioboro, check in lumayan cepat, dapat Welcome Drink, kamar bersih, sarapan oke, parkiran masih dalam tahap pembangunan, ada kolam renang rooftop juga. Sejauh ini bagus.",Positif
772,5/5,"Lokasi strategis, fasilitas sesuai harga. Layanan terbaik. Terima kasih untuk semua staf",Positif
773,3/5,Hotel ini tidak profesional. Nomor telepon hotel 0815 tidak dapat dihubungi. Kamar kurang bersih dan AC rusak. Saya menginap di kamar 710 dan 703. Sprei dan sarung bantal kotor.,Negatif
774,5/5,"Tempatnya bagus, pelayanannya bagus, stafnya ramah. Sarapannya enak. Sukses terus Aveta Hotel. Sebelah Malioboro Mall, jadi bisa jalan kaki kalau mau ke mall. Sangat cocok untuk keluarga.",Positif
775,4/5,"kamarnya luas, cuma lantainya masih kotor pas masuk.",Positif
776,5/5,"Hotelnya tepat di tengah kawasan wisata Jogja Malioboro, jalan menuju kawasan Malioboro tinggal beberapa langkah saja. Pelayanan dari staffnya baik, kamarnya bersih dan nyaman??",Positif
777,5/5,"Hotel ini sangat nyaman. Sangat cocok untuk suasana apa pun. Rekomendasikan, ini sangat bagus",Positif
778,2/5,Hotel baru yang strategis di Malioboro. Akses untuk mobil agak susah kalau ramai.. Gang menuju lobi dipakai untuk parkir motor oleh warga. Parkir hotel T4 tidak tersedia untuk minibus,Positif
779,4/5,"Saya memberikannya 4 bintang ?? tempatnya bersebelahan dengan Malioboro Mall. Resepsionisnya di lantai 8..di lantai 8 juga ada kolam renang dan restonya, lantai 1..cafe kalau lihat..recomended juga..kamarnya bersih dan luas..ramah untuk orang tua..karena WCnya..banyak pegangannya..sebagai pegangan untuk orang tua..sarapannya banyak variasinya dan enak",Positif
780,5/5,"Cocok untuk staycation bersama sahabat, cukup mewah dan sangat cocok untuk acara formal maupun non formal lainnya. Menyarankan! Pelayanannya juga sangat bagus!",Positif
781,5/5,"Hotelnya murah tapi mewah banget. Kalau mau liburan bareng keluarga ke jogja pasti menginap di hotel ini, pelayanan bagus, recomended!",Positif
782,5/5,"Hotelnya sangat strategis, pelayanan stafnya luar biasa",Positif
783,4/5,Hotelnya strategis depan malioboro.. hotelnya anti rokok.. jadi gak boleh merokok dimanapun.. hotelnya nyaman.. cuma sarapannya kurang enak dan menunya monoton.. pemandangan di kamar lewat balkon hanya tembok.. dari jam 18.00 sampai jam 21.00 kawasan malioboro tutup.. jadi kalau pakai kendaraan pribadi roda 4 harus siap di hotel sebelum jam itu.,Positif
784,5/5,"Hotelnya sangat nyaman, pelayanan yang diberikan juga memuaskan, recomended..",Positif
785,5/5,nyaman banget hotelnya...lokasinya di Jalan Malioboro.jadi anda bisa menikmati Malioboro kapan saja jika menginap di AVETA HOTEL MALIOBORO...apalagi berenang di kolam renang lantai paling atas,Positif
786,3/5,"Saya dapat kamar yang ada balkonnya tapi ternyata balkonnya dikunci, jadi tidak bisa pakai fasilitas balkonnya, yang lain bagus",Positif
787,3/5,"Masalah menjadi rumit jika Anda tiba antara pukul 17.30 hingga 21.15, kendaraan tidak bisa lewat ke Jl. Malioboro sehingga harus disimpan/diparkir di Jl. Mataram.",Positif
788,5/5,Hotel budget yang oke dari segi harga dan pelayanan. Jika ingin sembuh dari Jakarta dan stay di Jogja. Tempat ini sangat direkomendasikan,Positif
789,4/5,"Tempatnya bagus, dekat dengan malioboro, suka banget sama kolam renangnya, dan kamarnya bagus??????",Positif
790,5/5,"hotelnya nyaman dan lokasinya sangat strategis, semoga bisa menginap disini lagi",Positif
791,5/5,"Hotelnya bagus banget, di tengah jalan malioboro, jadi kalau mau merasakan suasana malam dan pagi di dimalioboro mendingan menginap disini, karena keluar hotel langsung dari malioboro, padahal di tengah jalan malioboro berisik, pegawainya baik dan ramah, peralatan mandinya lengkap, sabun dan shamponya wangi seperti di spa, ada kolam renangnya dan restonya juga, recomended",Positif
792,5/5,Peredam di dalam ruangan kurang. Suara dari kamar sebelah terdengar jelas. Jadi agak bising,Negatif
793,5/5,"Hotelnya dekat dengan mal Malioboro, bersih dan nyaman, pelayanannya juga baik, fasilitas yang tersedia cukup lengkap, keren",Positif
794,5/5,Hotelnya nyaman..Fasilitasnya lengkap..Makanan hotelnya enak..Pelayanannya bagus..Hotel ini recomended banget..??,Positif
795,5/5,"Makanannya enak, lokasi strategis, kamar cukup luas. Sayangnya jalan menuju hotel sempit.",Positif
796,5/5,Kamar mandinya cuma ada overhead showernya jadi repot kalau gak mau keramas.,Negatif
797,5/5,"Tempatnya sangat nyaman, harga terjangkau dengan fasilitas lengkap. Pelayanan yang baik membuat saya nyaman dan membuat saya ingin berkunjung lagi.",Positif
798,5/5,Hotelnya di pusat kota jadi enak buat kemana-mana Kamarnya sangat nyaman Pelayanannya juga ramah,Positif
799,4/5,"Fasilitas hotel bagus, nyaman dan tepat di pusat kota. Itu tidak cocok untuk makanan.",Negatif
800,5/5,"Keren banget, worth it banget, enaknya akses ke Maliboro cuma 1 langkah. Kolam renang berada di rooftop, cocok untuk menikmati pemandangan sore hari bersama istri dan anak",Positif
801,5/5,"Suka sekali... Recomended hotelnya, turun ke hotelnya langsung di jalan Malioboro.. Yang bawa anak pun senang karena kolam renang untuk anak lumayan besar.. Cuma repot. Malioboro ada jam malam jadi dari jam 6-9 malam mobil tidak boleh masuk ke hotel.. Tapi Free Valley dibantu oleh security hotel.. Agak beda dengan hotel lain, resepsionisnya ada di lantai paling atas (lantai 8).. Karena lantai bawah untuk cafe.. Kalau di kawasan Malioboro, ini hotel kamarnya luas banget..kamar mandinya juga luas...",Positif
802,5/5,"Sesuai dengan harganya, luas, bersih, sejuk, menyenangkan, cocok untuk perorangan, back packer atau yang mencari kehangatan",Positif
803,1/5,Pelayanan yang sangat buruk,Negatif
804,4/5,Kamarnya nyaman. Harga per malamnya juga rata-rata. Pelayanan dan fasilitasnya bagus. Akses mudah,Positif
805,5/5,"Rekomendasi banget, akses kemana-mana dekat, kamar nyaman, fasilitas lengkap, sekeluarga suka menginap disini, mantap",Positif
806,4/5,"Hotel yang sangat bagus, pelayanan ramah, makanan enak, tidak jauh dari tempat belanja",Positif
807,5/5,"Hotel sentral yang bagus jika Anda ingin menikmati semua musik, belanja, dan kehidupan di Jalan Malioboro, Yogyakarta",Positif
808,4/5,"Hotel baru yang sangat strategis, yang sudah selesai pembangunannya langsung di jalan Malioboro, menginap 3 malam, âsenang menjadi pilihan keluarga.",Positif
809,4/5,"Lokasi sangat strategis, staf sangat responsif. Kolam renangnya juga bersih????",Positif
810,4/5,"Kamarnya bersih dan lokasinya juga strategis, ini hotel yang bagus dan recomended.",Positif
811,5/5,Kamarnya nyaman dengan banyak fasilitas. Terletak di Malioboro sehingga dekat dengan stasiun dan tempat wisata di kota Jogja.,Positif
812,5/5,"Nikmati pengalaman menginap yang menyenangkan di hotel ini. Makanannya enak, kamarnya bersih dan luas, dan stafnya ramah semua.",Positif
813,5/5,"Kamar bersih, staf ramah dan sangat membantu. Lokasi hotelnya strategis. Kalau ke jogja pasti balik lagi ke hotel aveta ini",Positif
814,3/5,"Kelebihannya bersih, nyaman, cuma saya kesana tidak disediakan extra bed padahal hotelnya besar dan bus tidak bisa masuk ke hotel jadi dari terminal harus jalan kaki",Positif
815,5/5,"Nyaman, bersih dan menyenangkan.. Terima kasih Aveta dan Pak Nanda atas bantuannya dalam mengirimkan barang yang tertinggal di kamar hotel.",Positif
816,5/5,"Hotel nyaman, kamar terhubung cocok untuk liburan bersama keluarga, lokasi strategis, makanan enak, pelayanan bagus....overall good..",Positif
817,5/5,"Kamar hotelnya rapi, bagus dan staf hotelnya ramah, sepenuh hati melayani pelanggannya",Positif
818,5/5,"Lokasi sangat strategis, hanya selangkah dari Malioboro, proses check-in sangat cepat dibantu oleh resepsionis Mas Firdaus, Mba Rara dan Mba Nova. Semoga lain kali kami bisa kembali ke sini",Positif
819,5/5,"Hotelnya bersih, karyawannya rendah hati dan jujur, dan makanannya enak",Positif
820,5/5,"Dua kali menginap, pelayanan prima, akses masuk ditingkatkan, pokoknya yang terbaik?????????pertahankan??????",Positif
821,5/5,Hotel yang bagus...lebih sempurna untuk selalu memeriksa...sarapannya segar...,Positif
822,4/5,Seperti tinggal di sini. Lokasinya mudah ditemukan dan dekat dengan transportasi umum. Ke Maliobor tinggal jalan kaki saja. Akan menjadi salah satu pilihan hotel jika ke jogja lagi.,Positif
823,4/5,"Lokasi sangat strategis, dekat sekali dengan Malioboro, next time kesini bareng keluarga, dan pelayanan staffnya juga ramah??",Positif
824,5/5,Pelayanan Aveta Hotel dibantu CS Firdaus dan Kak Silvia sangat baik,Positif
825,4/5,"Lumayan, tapi baru bisa check-in jam 15.00 dengan alasan unit masih dirapikan. Overall oke dan recomended untuk hotel di malioboro.",Positif
826,5/5,Pelayanannya ramah dan oke. Senang rasanya menginap di hotel ini,Positif
827,5/5,"Kamarnya luas, makanannya enak. Menginap 2 malam di Aveta Hotel Malioboro. Akan merekomendasikan kepada teman-teman bila berkunjung ke Jogja",Positif
828,5/5,"Lokasi strategis di jantung kota Jogja, hotel nyaman dan mewah. Cocok untuk liburan bersama keluarga",Positif
829,5/5,"Menginap di Aveta adalah pengalaman liburan saya yang paling menyenangkan. Saya bisa bersantai di kolam renang, dekat dengan mall, dan kalau mau pulang juga dekat dengan bandara.",Positif
830,5/5,"Nyaman banget, pegawainya ramah dan menu sarapannya banyak..",Positif
831,5/5,"Kamar nyaman, lokasi strategis tepat di jalan Malioboro dan dekat dengan mall, sarapan enak... overall good.",Positif
832,5/5,"Hotelnya nyaman, kamarnya bersih, fasilitasnya tidak main-main, suka banget????",Positif
833,5/5,"Lokasi hotelnya strategis, di Jalan Malioboro. Kamar bersih, pelayanan ramah",Positif
834,5/5,"Sangat direkomendasikan untuk staycation di hotel ini, kamarnya nyaman dan pelayanannya sangat baik. sangat bagus untuk fasilitasnya",Positif
835,5/5,"Cukup direkomendasikan. Kamarnya nyaman, bersih, tenang. Lokasi cukup strategis, seru",Positif
836,5/5,"Kamarnya bagus, rapi, nyaman, pelayanan sopan dari Kak Silvia",Positif
837,5/5,"Kamarnya bersih dan pelayanannya bagus, menu makanannya juga enak. Kalau harganya cukup terjangkau.",Positif
838,5/5,"Tempatnya bagus, bagus, kamarnya luas, hanya saja ukurannya harus diperbesar karena terlalu sempit dan kurang memadai. Ke depan, Aveta Hotel??",Positif
839,4/5,Hotelnya nyaman banget.. Jadi pasti betah berlama-lama di kamar hotel yang pastinya bersih dan nyaman,Positif
840,5/5,"Lokasi strategis, selangkah lurus ke Jl. Malioboro, beneran di Jalan Malioboro..",Positif
841,4/5,"Kolamnya luas, kamarnya bagus, fasilitas/fasilitas hotelnya sesuai dengan harga, terjangkau",Positif
842,5/5,"Lokasi dekat banget sama Malioboro, room service terbaik. Pasti mampir ke sini lagi.",Positif
843,5/5,"Lokasi sangat strategis dekat dengan Maliobor, kamarnya oke, nyaman, pegawainya juga ramah. sangat berharga",Positif
844,5/5,"Konsepnya sangat elegan, desain kamarnya sangat nyaman dan dinding marmer di kamar mandi menjadi favorit saya",Positif
845,5/5,"Jika Anda ingin menghabiskan waktu bersama keluarga di Joga, hotel ini cocok, nyaman, tenang dan estetis.",Positif
846,5/5,"Kamar mandinya bersih, tempat tidurnya bersih, pelayannya ramah, lokasinya juga strategis untuk kemana-mana.",Positif
847,4/5,Secara keseluruhan lumayan.. Tapi agak lama untuk check in.. baru bisa sampai jam 15.00.. Lokasi strategis persis di samping Malioboro Mall,Positif
848,5/5,"Nyaman sekali, pelayannya ramah, makanannya enak, kamarnya bersih dan AC-nya dingin",Positif
849,5/5,"Hotel yang bagus dan strategis di tengah jalan Malioboro yang ramai, dekat dengan mall, dekat dengan pusat kuliner, oleh-oleh, hanya saja estimasi hotelnya sangat kecil dan terbatas",Positif
850,4/5,"Nikmati pengalaman menginap yang menyenangkan di hotel ini. Makanannya enak, kamarnya bersih dan luas, dan stafnya ramah semua.",Positif
851,5/5,"Lokasi strategis di tengah Malioboro dekat dengan mall juga, pelayanan sangat baik oleh Aulia dan Renata. Terima kasih Aveta",Positif
852,5/5,"Dekat memang menyenangkan, namun di Malioboro ada penutupan jalan sekitar pukul 18.00 hingga 21.00 atau lebih sehingga agak sulit jika pulang malam dari tempat lain menuju hotel.",Positif
853,5/5,"Dengan fasilitas yang lengkap, tidak hanya cocok untuk liburan keluarga tapi juga untuk perjalanan bisnis, recomended",Positif
854,5/5,"Hotel baru di tengah kota Yogyakarta. Setelah meninggalkan hotel, saya menuju Malioboro. Harganya sesuai dengan pelayanan yang baik, lokasi strategis, dan kamar nyaman. Sepadan dengan biayanya bahkan satu sen pun. Pasti akan kembali!",Positif
855,5/5,"Kamar nyaman dan bersih, dekat Jalan Malioboro, suasana enak, pelayanan ramah, lokasi strategis",Positif
856,5/5,"Kamarnya nyaman dan pelayanannya memuaskan, saya sangat menikmati menginap disini, terima kasih",Positif
857,5/5,"Tempatnya nyaman, dekat dengan pusat keramaian dan pegawainya ramah.. terima kasih",Positif
858,5/5,"Lokasi hotel yang strategis berada tepat di Jl. Malioboro hotel baru, kamar luas, nyaman, bersih dilengkapi kolam renang rooftop bikin makin betah",Positif
859,5/5,"Pengalaman yang melebihi ekspektasi, bersih, luas dan nyaman. Makanannya bervariasi dan lokasinya sangat strategis, Jalan Malioboro. Cuma sayang akses parkirnya susah sekali.",Positif
860,5/5,"dekat dengan malioboro, tinggal keluar hotel dan jalan-jalan, sayangnya tidak boleh merokok di teras kamar.. harus turun ke bawah.. jadi bulan depan pindah ke tempat lain.. padahal enak disini",Positif
861,4/5,"Kamarnya bersih, makanannya enak. Sangat menikmati menginap di sini. Terima kasih",Positif
862,4/5,"Kamarnya bersih, pelayanannya ramah. Terima kasih Pak Firdaus dan Bu Rara...",Positif
863,5/5,Hotel yang sangat nyaman dan bersih serta pelayanan yang sangat ramah. Buat kamu yang mau ke Jogja wajib menginap di hotel ini.,Positif
864,5/5,"Lokasinya strategis, dekat Malioboro. Kamarnya bersih, luas dan nyaman, makanannya juga enak.",Positif
865,5/5,"Nyaman banget, tempatnya bersih, pelayanannya baik, cocok buat temen-temen yang butuh tempat istirahat",Positif
866,5/5,Pelayanannya bagus. Resepsionis dan staf sangat ramah. Saya merasa aman dan betah tinggal di sini. Kamarnya juga besar dan bersih.,Positif
